album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
утепление 2 слой,9,14,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 1/Т-Е,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утепления фасада 2 слой в_о 1_Е-Т.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1dHtQ5fGrSBjszRMjTYu8asvxu-jU6jlc/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,20,20,009__ИС утепления фасада 2 слой в_о 1_Е-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1dHtQ5fGrSBjszRMjTYu8asvxu-jU6jlc_ИС утепления фасада 2 слой в_о 1_Е-Т.pdf"", ""label"": ""ИС утепления фасада 2 слой в_о 1_Е-Т.pdf"", ""pages"": [], ""drive_id"": ""1dHtQ5fGrSBjszRMjTYu8asvxu-jU6jlc"", ""sha256"": ""829406239d56a8e28c0a72cbfa861e5539a821c81d8a8923aab5129325b174b0"", ""page_count"": 1}]",
утепление 2 слой,10,15,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 1/Т-Е. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утепления фасада в_о 1_Е-Т.  Узлы.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1rWLa8-eA3Sy4nk5MlIzmlYSaoOey6GcI/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,21,21,010__ИС утепления фасада в_о 1_Е-Т. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1rWLa8-eA3Sy4nk5MlIzmlYSaoOey6GcI_ИС утепления фасада в_о 1_Е-Т. Узлы.pdf"", ""label"": ""ИС утепления фасада в_о 1_Е-Т.  Узлы.pdf"", ""pages"": [], ""drive_id"": ""1rWLa8-eA3Sy4nk5MlIzmlYSaoOey6GcI"", ""sha256"": ""06db96a8580d59612e295812262e2d37bb1b720179e792c4a3a9f97a3aabb771"", ""page_count"": 1}]",
утепление 2 слой,11,16,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 1-7/Е-Ж,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утепления фасада 2 слой в_о 1-7_Е-Ж.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1EDOkRDwO8IuxPDqDmQqRY7YFfLCyrzMq/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,22,22,011__ИС утепления фасада 2 слой в_о 1-7_Е-Ж.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1EDOkRDwO8IuxPDqDmQqRY7YFfLCyrzMq_ИС утепления фасада 2 слой в_о 1-7_Е-Ж.pdf"", ""label"": ""ИС утепления фасада 2 слой в_о 1-7_Е-Ж.pdf"", ""pages"": [], ""drive_id"": ""1EDOkRDwO8IuxPDqDmQqRY7YFfLCyrzMq"", ""sha256"": ""94a0080f602324dbcebdc301de7bbd4be868f569b707fac49ebf29de742a9979"", ""page_count"": 1}]",
утепление 2 слой,12,17,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 13),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 1.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1Qjiegvl9XXaS_fBaA21v2EgyJwenlmXm/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,23,23,012__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 1.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Qjiegvl9XXaS_fBaA21v2EgyJwenlmXm_ИС утеления 2 слой на фасаде в_о 17-1_Т лист 1.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 1.pdf"", ""pages"": [], ""drive_id"": ""1Qjiegvl9XXaS_fBaA21v2EgyJwenlmXm"", ""sha256"": ""7cc77143cc89b5f744c7d085ebba06a69eebe16ddccb2e933c8690203f14ca95"", ""page_count"": 1}]",
утепление 2 слой,13,18,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 14),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 2.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1appzufKrdzojjHxS1mD6jPzT_BAw5Xkr/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,24,24,013__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 2.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1appzufKrdzojjHxS1mD6jPzT_BAw5Xkr_ИС утеления 2 слой на фасаде в_о 17-1_Т лист 2.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 2.pdf"", ""pages"": [], ""drive_id"": ""1appzufKrdzojjHxS1mD6jPzT_BAw5Xkr"", ""sha256"": ""d828be26453796e8efc7f28b4142549624d5ce8170dc32f3f0eb6e033f4136f8"", ""page_count"": 1}]",
утепление 2 слой,14,19,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 15),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 3.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1lRqpP38FuZQGTq-i-54F19WfnJtUlXA_/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,25,25,014__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 3.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1lRqpP38FuZQGTq-i-54F19WfnJtUlXA__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 3.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 3.pdf"", ""pages"": [], ""drive_id"": ""1lRqpP38FuZQGTq-i-54F19WfnJtUlXA_"", ""sha256"": ""dbc88b96e8af105228e60b641ca2413828e48ea03a503d492a63bf43d2842bcb"", ""page_count"": 1}]",
утепление 2 слой,15,20,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 16),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 4.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/12Q4R4jji1smgisd67MUzuyNU5GpW7tfs/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,26,26,015__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 4.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/12Q4R4jji1smgisd67MUzuyNU5GpW7tfs_ИС утеления 2 слой на фасаде в_о 17-1_Т лист 4.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 4.pdf"", ""pages"": [], ""drive_id"": ""12Q4R4jji1smgisd67MUzuyNU5GpW7tfs"", ""sha256"": ""fc63535d1fada80fdb1f531943c178027767143721cd65705fc0c20e22b55da1"", ""page_count"": 1}]",
утепление 2 слой,16,21,"Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 17), в т.ч. Узлы",,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 5.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1i6dBLVnbhRsOtqmMIOUtVCKpAhCzKlfm/view?usp=drivesdk,В строке указано 'в т.ч. Узлы'; в архиве найден лист 17 без отдельного файла узлов.,"НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,27,27,016__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 5.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1i6dBLVnbhRsOtqmMIOUtVCKpAhCzKlfm_ИС утеления 2 слой на фасаде в_о 17-1_Т лист 5.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 5.pdf"", ""pages"": [], ""drive_id"": ""1i6dBLVnbhRsOtqmMIOUtVCKpAhCzKlfm"", ""sha256"": ""6f3280af7ed7b6236d0a488411df76ac1f56f2231f81cc66780283ea83b52ade"", ""page_count"": 1}]",
утепление 2 слой,17,22,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 17-1/Т (лист 18),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 2 слой на фасаде в_о 17-1_Т лист 6.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1OCa7ZD560Q4r6M3B2V_zxjGjeOLBjTvr/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,28,28,017__ИС утеления 2 слой на фасаде в_о 17-1_Т лист 6.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1OCa7ZD560Q4r6M3B2V_zxjGjeOLBjTvr_ИС утеления 2 слой на фасаде в_о 17-1_Т лист 6.pdf"", ""label"": ""ИС утеления 2 слой на фасаде в_о 17-1_Т лист 6.pdf"", ""pages"": [], ""drive_id"": ""1OCa7ZD560Q4r6M3B2V_zxjGjeOLBjTvr"", ""sha256"": ""0d8b41502e26fd4f5296e931f1e057f67c1dc461309d73989adea8ee9c54a960"", ""page_count"": 1}]",
утепление 2 слой,18,23,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 2/Ж-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2-го слоя утеплителя фасада в_о 2_Ж-Г.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/1UMOAJf6ueOyt71Z2g9g8-jVyL8JC-vCT/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,29,29,018__ИС 2-го слоя утеплителя фасада в_о 2_Ж-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1UMOAJf6ueOyt71Z2g9g8-jVyL8JC-vCT_ИС 2-го слоя утеплителя фасада в_о 2_Ж-Г.pdf"", ""label"": ""ИС 2-го слоя утеплителя фасада в_о 2_Ж-Г.pdf"", ""pages"": [], ""drive_id"": ""1UMOAJf6ueOyt71Z2g9g8-jVyL8JC-vCT"", ""sha256"": ""5f8c6ad1cec02923585332dce98efd14bbfa0f87a40497ee8d6da4d4234b674f"", ""page_count"": 1}]",
утепление 2 слой,19,24,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 2-7/В-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2-го слоя утеплителя на фасаде в_о 2-7_В-Г.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/1rKbYG80L-z-9TNjRa2wo7tmBsBR8-Kji/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,30,30,019__ИС 2-го слоя утеплителя на фасаде в_о 2-7_В-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1rKbYG80L-z-9TNjRa2wo7tmBsBR8-Kji_ИС 2-го слоя утеплителя на фасаде в_о 2-7_В-Г.pdf"", ""label"": ""ИС 2-го слоя утеплителя на фасаде в_о 2-7_В-Г.pdf"", ""pages"": [], ""drive_id"": ""1rKbYG80L-z-9TNjRa2wo7tmBsBR8-Kji"", ""sha256"": ""d6ab4c3e7d705a7d7b12dc5a4bcd6ee1aa7d4d236a6abf96e6ff1e25244a5b1a"", ""page_count"": 1}]",
утепление 2 слой,20,25,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 2/Т-И и 3-6/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС 2 слоя утеплителя на фасаде в_о 3_Т-И.pdf,Анохин / Фасад в осях 3_Т-И,https://drive.google.com/file/d/1WDHPJQ8Otn9Y5Hx-ITbt9lrrEwLRkWBV/view?usp=drivesdk,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,31,32,020_00_PLACEHOLDER.pdf | 020__ИС 2 слоя утеплителя на фасаде в_о 3_Т-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1WDHPJQ8Otn9Y5Hx-ITbt9lrrEwLRkWBV_ИС 2 слоя утеплителя на фасаде в_о 3_Т-И.pdf"", ""label"": ""ИС 2 слоя утеплителя на фасаде в_о 3_Т-И.pdf"", ""pages"": [], ""drive_id"": ""1WDHPJQ8Otn9Y5Hx-ITbt9lrrEwLRkWBV"", ""sha256"": ""2a74c794efd9452a49423b45d98ed76565abdb6a4d7ae03a7ca9f80487e47baf"", ""page_count"": 1}]",
утепление 2 слой,21,26,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 5-6/И-Е и 5-7/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС 2 слоя утеплителя на фасаде в_о 5-7_Е-И.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1omzKseSkAvjHM2w4tvlb4AW3tvn_6GB5/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,33,34,021_00_PLACEHOLDER.pdf | 021__ИС 2 слоя утеплителя на фасаде в_о 5-7_Е-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1omzKseSkAvjHM2w4tvlb4AW3tvn_6GB5_ИС 2 слоя утеплителя на фасаде в_о 5-7_Е-И.pdf"", ""label"": ""ИС 2 слоя утеплителя на фасаде в_о 5-7_Е-И.pdf"", ""pages"": [], ""drive_id"": ""1omzKseSkAvjHM2w4tvlb4AW3tvn_6GB5"", ""sha256"": ""31551279e39186107c34b7124577aadd889c956c8c0f7e4f3260e14f72ced322"", ""page_count"": 1}]",
утепление 2 слой,22,27,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 7/В-И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2-го слоя утепления на фасаде в_о 7_В-И.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/11NJ3EDTEQLS7pJZg87fEMYpV7vWKBpoH/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,35,35,022__ИС 2-го слоя утепления на фасаде в_о 7_В-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/11NJ3EDTEQLS7pJZg87fEMYpV7vWKBpoH_ИС 2-го слоя утепления на фасаде в_о 7_В-И.pdf"", ""label"": ""ИС 2-го слоя утепления на фасаде в_о 7_В-И.pdf"", ""pages"": [], ""drive_id"": ""11NJ3EDTEQLS7pJZg87fEMYpV7vWKBpoH"", ""sha256"": ""70135a68b6fad81f89df1785c75b0ed75f55c975b52214f8d138a36eaeaee57f"", ""page_count"": 1}]",
утепление 2 слой,23,28,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 7/В-И. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2-го слоя утепления на фасаде в_о 7_В-И. Узлы.pdf,Анохин / Фасад в осях 7_В-И,https://drive.google.com/file/d/1hEKl_RfTvGGgfClhMe_Fb0juHxAfQbTU/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,36,36,023__ИС 2-го слоя утепления на фасаде в_о 7_В-И. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1hEKl_RfTvGGgfClhMe_Fb0juHxAfQbTU_ИС 2-го слоя утепления на фасаде в_о 7_В-И. Узлы.pdf"", ""label"": ""ИС 2-го слоя утепления на фасаде в_о 7_В-И. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1hEKl_RfTvGGgfClhMe_Fb0juHxAfQbTU"", ""sha256"": ""9fc86f75b85ac523ae4614241dea15a13e7c023598bc45a06dc7500c26fe9f3e"", ""page_count"": 1}]",
утепление 2 слой,24,29,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 7-13/И ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2 слоя утеплителя на фасаде в_о 7-13_И.pdf,Анохин / Фасад в осях 7-13_И,https://drive.google.com/file/d/1sFZzU9fy2aC4a43xpjR8NVT3JhWT_Wyd/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,37,37,024__ИС 2 слоя утеплителя на фасаде в_о 7-13_И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1sFZzU9fy2aC4a43xpjR8NVT3JhWT_Wyd_ИС 2 слоя утеплителя на фасаде в_о 7-13_И.pdf"", ""label"": ""ИС 2 слоя утеплителя на фасаде в_о 7-13_И.pdf"", ""pages"": [], ""drive_id"": ""1sFZzU9fy2aC4a43xpjR8NVT3JhWT_Wyd"", ""sha256"": ""653a94761f62df889c7e291547e91ff2e99064cae3ac2ac886d4547875b3bc40"", ""page_count"": 1}]",
утепление 2 слой,25,30,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 12-15/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2 слоя утеплителя на фасаде в_о 12-15_В-А.pdf,Анохин / Фасад в осях 12-15_В-А,https://drive.google.com/file/d/1UxJT63YMTEtvabYHZtnmzB-oEITGtpbp/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,38,38,025__ИС 2 слоя утеплителя на фасаде в_о 12-15_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1UxJT63YMTEtvabYHZtnmzB-oEITGtpbp_ИС 2 слоя утеплителя на фасаде в_о 12-15_В-А.pdf"", ""label"": ""ИС 2 слоя утеплителя на фасаде в_о 12-15_В-А.pdf"", ""pages"": [], ""drive_id"": ""1UxJT63YMTEtvabYHZtnmzB-oEITGtpbp"", ""sha256"": ""9ad16254cacee9f4b60fd193501e706a70a449c016cf2b2822a91f0db15727df"", ""page_count"": 1}]",
утепление 2 слой,26,31,Исполнительная схема монтажа 2-го слоя утеплителя НВФ в/о 13-17/В-А ,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС 2 слоя утеплителя на фасаде в_о 13-17_В-А.pdf,Анохин / Фасад в осях 13-17_В-А,https://drive.google.com/file/d/1tZ5d8wEjXiyPzA_WiGiPyvU21SVdMJ4f/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,39,39,026__ИС 2 слоя утеплителя на фасаде в_о 13-17_В-А.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1tZ5d8wEjXiyPzA_WiGiPyvU21SVdMJ4f_ИС 2 слоя утеплителя на фасаде в_о 13-17_В-А.pdf"", ""label"": ""ИС 2 слоя утеплителя на фасаде в_о 13-17_В-А.pdf"", ""pages"": [], ""drive_id"": ""1tZ5d8wEjXiyPzA_WiGiPyvU21SVdMJ4f"", ""sha256"": ""a5cf92217e101683f785bc0d17efe68f05eacf2e41fa10d3d006b731728ce286"", ""page_count"": 1}]",
